joint_number,J. len [ft],Wt [in],dist_to_us_weld,dist_to_ds_weld,distance_along_line,feature_type,ID/OD,depth_percent,Depth [in],OD Reduction [%],OD Reduction [in],Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,run_year,row_index,distance_raw_m,dist_to_us_weld_m,clock_position_deg,length_mm,width_mm,distance_corrected_m
12800.0,,0.344,-30.88,9.36,46094.64,metal loss,External,11.0,0.038,,,,,0.7,165.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2977,14049.646272,-9.412224,157.5,21.081999999999997,32.004,14049.646272
12800.0,,0.344,-39.21,1.03,46102.96,metal loss,External,22.0,0.076,,,,,0.7,165.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.28,2041.44,1541.95,2140.96,1542.4,2141.58,0.75,1.85,2015,2978,14052.182208,-11.951208000000001,191.5,18.034,26.924,14052.182208
12800.0,,0.344,-39.26,0.98,46103.01,metal loss,External,14.0,0.048,,,,,0.7,165.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.54,2043.19,,,,,,,2015,2979,14052.197448,-11.966448,216.5,21.081999999999997,35.05199999999999,14052.197448
12800.0,,0.344,-39.31,0.93,46103.07,cluster,External,32.0,0.11,,,,,0.7,165.15,,,,1160.0,65000.0,,1342.0,1444.48,2005.62,1511.74,2099.01,1523.54,2115.4,0.77,1.81,2015,2980,14052.215736,-11.981688000000002,153.0,35.05199999999999,88.89999999999999,14052.215736
12820.0,,0.344,-39.12,0.99,46183.26,metal loss,External,25.0,0.086,,,,,1.0,156.19,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.95,2043.76,1543.77,2143.49,1544.19,2144.07,0.75,1.85,2015,2983,14076.657648000002,-11.923776,230.0,13.97,30.987999999999996,14076.657648000002
12820.0,,0.344,-39.2,0.91,46183.33,cluster,External,45.0,0.155,,,,,1.0,156.18,,,,1160.0,65000.0,,1342.0,1416.84,1967.24,1476.27,2049.77,1483.05,2059.18,0.79,1.77,2015,2984,14076.678984000002,-11.948160000000001,145.5,39.116,117.09400000000001,14076.678984000002
12820.0,,0.344,-39.21,0.91,46183.34,metal loss,External,12.0,0.041,,,,,1.0,156.18,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2985,14076.682031999999,-11.951208000000001,212.5,24.892,42.925999999999995,14076.682031999999
12820.0,,0.344,-39.21,0.9,46183.35,metal loss,External,60.0,0.206,,,,,1.0,156.18,,MFL-A/XT,,1160.0,65000.0,,1342.0,1450.49,2013.96,1515.35,2104.02,1521.89,2113.1,0.77,1.81,2015,2986,14076.685080000001,-11.951208000000001,102.5,19.049999999999997,19.558,14076.685080000001
12820.0,,0.344,-39.26,0.86,46183.39,metal loss,External,40.0,0.138,,,,,1.0,156.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.42,2036.08,1537.06,2134.16,1538.68,2136.42,0.75,1.84,2015,2987,14076.697272000001,-11.966448,121.0,16.002,67.056,14076.697272000001
12820.0,,0.344,-39.29,0.83,46183.42,metal loss,External,15.0,0.052,,,,,1.0,156.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.05,2025.86,,,,,,,2015,2988,14076.706416,-11.975592,180.0,40.894,35.05199999999999,14076.706416
12830.0,,0.344,-20.6,19.55,46204.85,metal loss,External,16.0,0.055,,,,,0.7,154.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.69,2036.47,,,,,,,2015,2990,14083.23828,-6.278880000000001,171.0,27.94,45.974,14083.23828
12830.0,,0.344,-20.7,19.45,46204.95,metal loss,External,15.0,0.052,,,,,0.7,154.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.45,2043.07,,,,,,,2015,2991,14083.268759999999,-6.30936,203.5,20.066,26.924,14083.268759999999
12830.0,,0.344,-21.18,18.98,46205.43,metal loss,External,10.0,0.034,,,,,0.7,153.99,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2992,14083.415064,-6.4556640000000005,203.5,16.002,28.955999999999996,14083.415064
12830.0,,0.344,-23.18,16.97,46207.43,metal loss,External,25.0,0.086,,,,,0.7,153.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.97,2041.02,1541.56,2140.41,1542.17,2141.26,0.75,1.85,2015,2993,14084.024664,-7.065264,189.5,17.018,32.004,14084.024664
12830.0,,0.344,-23.19,16.97,46207.43,metal loss,External,15.0,0.052,,,,,0.7,153.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.45,2043.07,,,,,,,2015,2994,14084.024664,-7.068312000000001,206.0,20.066,19.049999999999997,14084.024664
12830.0,,0.344,-23.85,16.31,46208.09,metal loss,External,23.0,0.079,,,,,0.7,153.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.47,2038.93,1539.91,2138.12,1540.56,2139.02,0.75,1.84,2015,2995,14084.225832,-7.269480000000001,186.5,20.066,41.91,14084.225832
12830.0,,0.344,-24.25,15.91,46208.5,metal loss,External,20.0,0.069,,,,,0.7,153.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.24,2040.01,1540.82,2139.39,1541.23,2139.95,0.75,1.84,2015,2996,14084.3508,-7.3914,195.0,21.081999999999997,34.036,14084.3508
12830.0,,0.344,-24.35,15.81,46208.59,metal loss,External,10.0,0.034,,,,,0.7,153.73,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2997,14084.378232,-7.421880000000001,158.5,21.081999999999997,33.019999999999996,14084.378232
12840.0,,0.344,-2.21,37.95,46226.61,metal loss,External,12.0,0.041,,,,,0.7,152.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2999,14089.870728000002,-0.673608,177.0,34.036,58.92799999999999,14089.870728000002
12840.0,,0.344,-13.55,26.61,46237.96,metal loss,External,12.0,0.041,,,,,0.7,151.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3000,14093.330208000001,-4.13004,185.0,23.114,51.053999999999995,14093.330208000001
12840.0,,0.344,-14.16,26.0,46238.56,metal loss,External,13.0,0.045,,,,,0.7,151.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.49,2041.74,,,,,,,2015,3001,14093.513088,-4.315968000000001,149.0,23.875999999999998,38.862,14093.513088
12840.0,,0.344,-14.59,25.57,46239.0,cluster,External,19.0,0.065,,,,,0.7,151.79,,,,1160.0,65000.0,,1342.0,1440.52,2000.12,,,,,,,2015,3002,14093.647200000001,-4.447032,163.0,55.117999999999995,49.022,14093.647200000001
12840.0,,0.344,-14.83,25.33,46239.23,cluster,External,23.0,0.079,,,,,0.7,151.77,,,,1160.0,65000.0,,1342.0,1437.83,1996.39,1504.34,2088.74,1512.76,2100.43,0.77,1.8,2015,3003,14093.717304000002,-4.520184,133.0,49.784,171.95799999999997,14093.717304000002
12840.0,,0.344,-14.87,25.29,46239.28,metal loss,External,15.0,0.052,,,,,0.7,151.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.49,2047.29,,,,,,,2015,3004,14093.732544,-4.532376,179.5,11.937999999999999,22.098,14093.732544
12840.0,,0.344,-15.54,24.62,46239.95,metal loss,External,12.0,0.041,,,,,0.7,151.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3005,14093.93676,-4.736592,197.5,36.068,19.049999999999997,14093.93676
12840.0,,0.344,-15.59,24.58,46239.99,metal loss,External,18.0,0.062,,,,,0.7,151.73,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.03,2042.48,,,,,,,2015,3006,14093.948952,-4.751832,182.5,19.049999999999997,34.036,14093.948952
12840.0,,0.344,-15.78,24.39,46240.18,metal loss,External,12.0,0.041,,,,,0.7,151.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3007,14094.006864,-4.809744,193.0,12.953999999999999,24.892,14094.006864
12840.0,,0.344,-16.43,23.73,46240.84,metal loss,External,15.0,0.052,,,,,0.7,151.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.4,2047.17,,,,,,,2015,3008,14094.208032,-5.0078640000000005,163.5,11.937999999999999,21.081999999999997,14094.208032
12840.0,,0.344,-16.51,23.65,46240.92,metal loss,External,16.0,0.055,,,,,0.7,151.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,1455.23,2020.55,,,,,,,2015,3009,14094.232416,-5.032248000000001,179.0,43.942,68.072,14094.232416
12840.0,,0.344,-16.7,23.47,46241.1,metal loss,External,13.0,0.045,,,,,0.7,151.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.66,2047.53,,,,,,,2015,3010,14094.28728,-5.09016,189.5,11.937999999999999,16.002,14094.28728
12840.0,,0.344,-17.0,23.16,46241.41,metal loss,External,15.0,0.052,,,,,0.7,151.66,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.0,2031.34,,,,,,,2015,3011,14094.381768000001,-5.1816,179.5,35.05199999999999,48.00599999999999,14094.381768000001
12840.0,,0.344,-25.83,14.34,46250.23,metal loss,External,15.0,0.052,,,,,0.7,151.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.73,2044.85,,,,,,,2015,3012,14097.070104000002,-7.872984,293.0,17.018,29.971999999999998,14097.070104000002
12840.0,,0.344,-27.39,12.77,46251.8,metal loss,External,11.0,0.038,,,,,0.7,151.25,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3013,14097.54864,-8.348472000000001,297.5,14.985999999999999,23.875999999999998,14097.54864
12840.0,,0.344,-27.57,12.6,46251.97,metal loss,External,18.0,0.062,,,,,0.7,151.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.5,2043.14,,,,,,,2015,3014,14097.600456000002,-8.403336000000001,296.5,18.034,30.987999999999996,14097.600456000002
12840.0,,0.344,-27.76,12.41,46252.16,metal loss,External,15.0,0.052,,,,,0.7,151.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.52,2045.95,,,,,,,2015,3015,14097.658368000002,-8.461248000000001,290.5,14.985999999999999,25.907999999999998,14097.658368000002
12840.0,,0.344,-27.93,12.23,46252.34,metal loss,External,12.0,0.041,,,,,0.7,151.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3016,14097.713232,-8.513064,293.0,22.098,36.068,14097.713232
12840.0,,0.344,-28.15,12.01,46252.56,metal loss,External,33.0,0.114,,,,,0.7,151.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.95,2042.38,1542.52,2141.75,1543.25,2142.76,0.75,1.85,2015,3017,14097.780288,-8.58012,302.0,12.953999999999999,26.924,14097.780288
12840.0,,0.344,-28.29,11.88,46252.69,metal loss,External,24.0,0.083,,,,,0.7,151.22,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.65,2044.74,1544.57,2144.6,1544.89,2145.05,0.75,1.85,2015,3018,14097.819912,-8.622792,295.5,12.953999999999999,32.004,14097.819912
12840.0,,0.344,-28.88,11.29,46253.28,metal loss,External,21.0,0.072,,,,,0.7,151.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.13,2042.62,1542.91,2142.29,1543.25,2142.76,0.75,1.85,2015,3019,14097.999744,-8.802624,294.5,17.018,30.987999999999996,14097.999744
12840.0,,0.344,-29.06,11.1,46253.47,metal loss,External,14.0,0.048,,,,,0.7,151.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.65,2044.73,,,,,,,2015,3020,14098.057656,-8.857488,290.0,18.034,28.955999999999996,14098.057656
12840.0,,0.344,-32.63,7.53,46257.04,metal loss,External,13.0,0.045,,,,,0.7,151.11,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.18,2038.53,,,,,,,2015,3021,14099.145792000001,-9.945624,281.0,28.955999999999996,41.91,14099.145792000001
12840.0,,0.344,-32.66,7.51,46257.06,metal loss,External,16.0,0.055,,,,,0.7,151.11,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.69,2040.63,,,,,,,2015,3022,14099.151888,-9.954768,297.0,23.114,20.066,14099.151888
12840.0,,,,,46263.24,Attachment,,,,,,Repair Marker @12:00 2012 Dig #32 Recoat,,,150.94,,,,,,,,,,,,,,,,2015,3023,14101.035552,,150.0,,,14101.035552
12840.0,,0.344,-39.14,1.02,46263.54,metal loss,External,32.0,0.11,,,Recoat,,0.7,150.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.5,2018.15,1522.37,2113.77,1525.41,2118.0,0.76,1.82,2015,3024,14101.126992000001,-11.929872000000001,175.5,28.955999999999996,165.1,14101.126992000001
12840.0,,0.344,-39.16,1.01,46263.56,metal loss,External,47.0,0.162,,,Recoat,,0.7,150.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.07,2030.04,1531.47,2126.41,1534.22,2130.22,0.76,1.83,2015,3025,14101.133088,-11.935967999999999,133.5,17.018,35.05199999999999,14101.133088
12840.0,,0.344,-39.18,0.98,46263.59,metal loss,External,20.0,0.069,,,Recoat,,0.7,150.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1451.38,2015.21,1520.43,2111.08,1521.89,2113.1,0.76,1.82,2015,3026,14101.142232,-11.942064,228.0,41.91,30.987999999999996,14101.142232
12840.0,,0.344,-39.21,0.96,46263.61,metal loss,External,19.0,0.065,,,Recoat,,0.7,150.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.83,2043.6,,,,,,,2015,3027,14101.148328000001,-11.951208000000001,284.0,17.018,32.004,14101.148328000001
12840.0,,0.344,-39.23,0.93,46263.64,metal loss,External,18.0,0.062,,,Recoat,,0.7,150.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.5,2043.14,,,,,,,2015,3028,14101.157472,-11.957303999999999,264.0,18.034,34.036,14101.157472
12840.0,,0.344,-39.29,0.87,46263.7,metal loss,External,12.0,0.041,,,Recoat,,0.7,150.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3030,14101.17576,-11.975592,239.5,11.937999999999999,57.91199999999999,14101.17576
12850.0,,0.344,-0.79,39.35,46265.36,cluster,External,29.0,0.1,,,Recoat,,0.7,150.87,,,,1160.0,65000.0,,1342.0,1467.94,2038.2,1539.18,2137.11,1540.97,2139.59,0.75,1.84,2015,3032,14101.681728000001,-0.24079200000000003,193.5,18.287999999999997,175.00599999999997,14101.681728000001
12850.0,,0.344,-0.79,39.35,46265.36,cluster,External,32.0,0.11,,,Recoat,,0.7,150.87,,,,1160.0,65000.0,,1342.0,1467.83,2038.05,1538.97,2136.82,1540.34,2138.72,0.75,1.84,2015,3033,14101.681728000001,-0.24079200000000003,269.5,17.018,105.91799999999999,14101.681728000001
12850.0,,0.344,-0.8,39.34,46265.37,metal loss,External,13.0,0.045,,,Recoat,,0.7,150.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.78,2043.53,,,,,,,2015,3034,14101.684776000002,-0.24384000000000003,76.0,21.081999999999997,50.038,14101.684776000002
12850.0,,0.344,-0.8,39.34,46265.37,metal loss,External,37.0,0.127,,,Recoat,,0.7,150.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.38,2041.59,1541.79,2140.73,1542.69,2141.98,0.75,1.85,2015,3035,14101.684776000002,-0.24384000000000003,240.5,12.953999999999999,33.019999999999996,14101.684776000002
12850.0,,0.344,-0.81,39.33,46265.38,metal loss,External,26.0,0.089,,,Recoat,,0.7,150.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.74,2043.48,1543.53,2143.16,1544.0,2143.8,0.75,1.85,2015,3036,14101.687824,-0.24688800000000002,111.0,13.97,49.022,14101.687824
12850.0,,0.344,-0.82,39.33,46265.38,metal loss,External,10.0,0.034,,,Recoat,,0.7,150.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3037,14101.687824,-0.249936,94.0,21.081999999999997,36.068,14101.687824
12850.0,,0.344,-0.82,39.32,46265.39,metal loss,External,18.0,0.062,,,Recoat,,0.7,150.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.7,2033.7,,,,,,,2015,3038,14101.690872000001,-0.249936,134.5,28.955999999999996,76.96199999999999,14101.690872000001
12850.0,,0.344,-0.85,39.29,46265.42,metal loss,External,17.0,0.058,,,Recoat,,0.7,150.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.82,2046.36,,,,,,,2015,3039,14101.700016,-0.25908000000000003,300.5,12.953999999999999,23.114,14101.700016
12850.0,,,,,46265.75,Attachment,,,,,,Repair Marker @12:00 2012 Dig #32 Recoat,,,150.85,,,,,,,,,,,,,,,,2015,3040,14101.8006,,150.0,,,14101.8006
12850.0,,0.344,-8.11,32.03,46272.68,metal loss,External,32.0,0.11,,,,,0.7,150.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1431.47,1987.56,1496.19,2077.43,1502.19,2085.76,0.78,1.79,2015,3043,14103.912864,-2.471928,217.5,42.925999999999995,57.91199999999999,14103.912864
12850.0,,0.344,-8.18,31.96,46272.75,metal loss,External,21.0,0.072,,,,,0.7,150.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.03,2032.77,1534.94,2131.23,1535.77,2132.38,0.76,1.84,2015,3044,14103.934200000002,-2.493264,239.0,26.924,41.91,14103.934200000002
12850.0,,0.344,-8.24,31.9,46272.81,metal loss,External,12.0,0.041,,,,,0.7,150.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3045,14103.952488,-2.511552,257.0,17.018,81.026,14103.952488
12850.0,,0.344,-8.63,31.51,46273.2,metal loss,External,15.0,0.052,,,,,0.7,150.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.82,2036.64,,,,,,,2015,3046,14104.07136,-2.6304240000000005,204.5,28.955999999999996,36.068,14104.07136
12850.0,,0.344,-9.19,30.95,46273.76,metal loss,External,11.0,0.038,,,,,0.7,150.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3047,14104.242048000002,-2.801112,213.0,23.875999999999998,38.099999999999994,14104.242048000002
12850.0,,0.344,-9.63,30.51,46274.2,metal loss,External,20.0,0.069,,,,,0.7,150.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.37,2041.57,1542.08,2141.13,1542.41,2141.6,0.75,1.85,2015,3048,14104.37616,-2.9352240000000003,206.5,19.049999999999997,30.987999999999996,14104.37616
12850.0,,0.344,-10.22,29.92,46274.79,metal loss,External,20.0,0.069,,,,,0.7,150.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1454.31,2019.28,1523.84,2115.82,1525.12,2117.59,0.76,1.82,2015,3049,14104.555992000001,-3.1150560000000005,222.0,38.862,38.862,14104.555992000001
12850.0,,0.344,-20.01,20.13,46284.58,metal loss,External,12.0,0.041,,,,,0.7,149.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3050,14107.539984000001,-6.099048000000001,183.5,11.937999999999999,20.066,14107.539984000001
12850.0,,0.344,-20.1,20.04,46284.67,metal loss,External,22.0,0.076,,,,,0.7,149.91,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.28,2041.44,1541.95,2140.96,1542.4,2141.58,0.75,1.85,2015,3051,14107.567416,-6.126480000000001,181.5,18.034,41.91,14107.567416
12850.0,,0.344,-20.84,19.3,46285.4,cluster,External,25.0,0.086,,,,,0.7,149.87,,,,1160.0,65000.0,,1342.0,1467.76,2037.95,1539.07,2136.96,1540.16,2138.48,0.75,1.84,2015,3052,14107.789920000001,-6.352032,219.5,20.066,106.934,14107.789920000001
12850.0,,0.344,-21.13,19.01,46285.7,metal loss,External,18.0,0.062,,,,,0.7,149.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.3,2045.64,,,,,,,2015,3053,14107.88136,-6.440424,206.0,13.97,25.907999999999998,14107.88136
12850.0,,0.344,-21.55,18.59,46286.12,metal loss,External,13.0,0.045,,,,,0.7,149.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.67,2026.72,,,,,,,2015,3054,14108.009376000002,-6.568440000000001,166.5,43.942,55.117999999999995,14108.009376000002
12850.0,,0.344,-21.64,18.5,46286.21,metal loss,External,15.0,0.052,,,,,0.7,149.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.85,2045.02,,,,,,,2015,3055,14108.036808,-6.595872000000001,271.5,17.018,29.971999999999998,14108.036808
12850.0,,0.344,-22.19,17.95,46286.75,metal loss,External,13.0,0.045,,,,,0.7,149.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.95,2047.93,,,,,,,2015,3056,14108.2014,-6.763512,278.0,10.921999999999999,17.018,14108.2014
12850.0,,0.344,-22.27,17.87,46286.84,metal loss,External,21.0,0.072,,,,,0.7,149.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.16,2045.45,1545.17,2145.43,1545.37,2145.71,0.75,1.85,2015,3057,14108.228831999999,-6.787896,273.5,12.953999999999999,30.987999999999996,14108.228831999999
12850.0,,0.344,-22.61,17.53,46287.18,metal loss,External,10.0,0.034,,,,,0.7,149.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3058,14108.332464000001,-6.891528,191.5,19.049999999999997,37.083999999999996,14108.332464000001
12850.0,,0.344,-23.92,16.22,46288.49,metal loss,External,32.0,0.11,,,,,0.7,149.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.07,2017.55,1521.86,2113.07,1524.96,2117.38,0.76,1.82,2015,3059,14108.731752,-7.290816000000001,176.5,28.955999999999996,38.862,14108.731752
12850.0,,0.344,-29.32,10.82,46293.89,metal loss,External,11.0,0.038,,,,,0.7,149.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3060,14110.377672,-8.936736,186.5,21.081999999999997,38.862,14110.377672
12850.0,,0.344,-29.78,10.36,46294.35,metal loss,External,14.0,0.048,,,,,0.7,149.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.0,2036.89,,,,,,,2015,3061,14110.51788,-9.076944000000001,186.0,29.971999999999998,44.958,14110.51788
12850.0,,0.344,-31.3,8.84,46295.87,metal loss,External,10.0,0.034,,,,,0.7,149.42,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3062,14110.981176000001,-9.54024,173.0,29.971999999999998,42.925999999999995,14110.981176000001
12860.0,,0.344,-37.85,2.24,46342.56,metal loss,External,18.0,0.062,,,,,0.7,147.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.86,2040.86,,,,,,,2015,3064,14125.212288,-11.53668,247.5,21.081999999999997,34.036,14125.212288
12860.0,,0.344,-38.0,2.09,46342.71,metal loss,External,12.0,0.041,,,,,0.7,147.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3065,14125.258008,-11.5824,240.0,14.985999999999999,24.892,14125.258008
12860.0,,0.344,-38.3,1.79,46343.01,metal loss,External,21.0,0.072,,,,,0.7,147.33,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.44,2036.11,1537.66,2135.01,1538.32,2135.93,0.75,1.84,2015,3066,14125.349448,-11.67384,251.5,23.875999999999998,32.004,14125.349448
12860.0,,0.344,-38.86,1.23,46343.57,metal loss,External,14.0,0.048,,,,,0.7,147.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.33,2037.36,,,,,,,2015,3067,14125.520136000001,-11.844528,258.5,28.955999999999996,40.894,14125.520136000001
12860.0,,0.344,-39.2,0.89,46343.91,metal loss,External,10.0,0.034,,,,,0.7,147.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3068,14125.623768000001,-11.948160000000001,245.5,21.081999999999997,58.92799999999999,14125.623768000001
12870.0,,0.344,-0.78,39.14,46345.58,metal loss,External,11.0,0.038,,,,,0.7,147.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3070,14126.132784000001,-0.237744,110.5,20.066,38.862,14126.132784000001
12870.0,,0.344,-0.79,39.13,46345.6,metal loss,External,16.0,0.055,,,,,0.7,147.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.66,2046.14,,,,,,,2015,3071,14126.13888,-0.24079200000000003,91.0,13.97,61.97599999999999,14126.13888
12870.0,,0.344,-0.8,39.13,46345.6,metal loss,External,43.0,0.148,,,,,0.7,147.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.68,2037.84,1538.43,2136.07,1539.95,2138.18,0.75,1.84,2015,3072,14126.13888,-0.24384000000000003,280.0,13.97,23.114,14126.13888
12870.0,,0.344,-0.8,39.12,46345.6,metal loss,External,31.0,0.107,,,,,0.7,147.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.18,2039.92,1540.54,2139.0,1541.45,2140.26,0.75,1.84,2015,3073,14126.13888,-0.24384000000000003,214.5,16.002,64.008,14126.13888
12880.0,,0.344,-30.71,9.44,46415.43,metal loss,External,18.0,0.062,,,,,0.7,144.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.95,2043.76,,,,,,,2015,3075,14147.423064,-9.360408000000001,112.0,17.018,25.907999999999998,14147.423064
12880.0,,0.344,-31.11,9.04,46415.83,metal loss,External,11.0,0.038,,,,,0.7,144.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3076,14147.544984000002,-9.482328,117.5,48.00599999999999,41.91,14147.544984000002
12880.0,,0.344,-39.14,1.01,46423.86,cluster,External,16.0,0.055,,,,,0.7,144.68,,,,1160.0,65000.0,,1342.0,1458.42,2024.98,,,,,,,2015,3077,14149.992528,-11.929872000000001,153.0,40.132,103.12399999999998,14149.992528
12880.0,,0.344,-39.19,0.96,46423.92,metal loss,External,13.0,0.045,,,,,0.7,144.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.63,2041.93,,,,,,,2015,3079,14150.010816,-11.945112,142.5,23.875999999999998,24.892,14150.010816
12880.0,,0.344,-39.25,0.9,46423.98,metal loss,External,38.0,0.131,,,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.4,2031.89,1533.6,2129.36,1535.63,2132.18,0.76,1.84,2015,3080,14150.029104000001,-11.9634,11.0,19.049999999999997,70.10399999999998,14150.029104000001
12880.0,,0.344,-39.3,0.85,46424.03,metal loss,External,11.0,0.038,,,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3082,14150.044344,-11.97864,207.0,13.97,94.996,14150.044344
12880.0,,0.344,-39.33,0.82,46424.06,metal loss,External,12.0,0.041,,,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3083,14150.053488,-11.987784,151.5,10.921999999999999,32.004,14150.053488
12880.0,,0.344,-39.33,0.82,46424.06,metal loss,External,52.0,0.179,,,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.48,2023.67,1525.4,2117.98,1529.43,2123.57,0.76,1.83,2015,3084,14150.053488,-11.987784,108.5,18.034,36.068,14150.053488
12880.0,,0.344,-39.55,0.6,46424.28,metal loss,External,11.0,0.038,,,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,3085,14150.120544000001,-12.05484,115.5,20.066,115.062,14150.120544000001
